text,Ad1,Ad2,Ad3,sum_labels,agreed_labels,percentual_labels,labels_numbers
sunt impostor si in viata reala nu numai pe <|PROPN|> us pt ca ma pricep sa mi fut singura orice bucurie din viata si orice sansa oferita,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0.33, 0, 0, 0]",[1]
si eu trb sa ascult muzica cu ea.,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
Un ratat un chirurg mediocru care in strainatate nu a reusit <|PROPN|> a venit in <|PROPN|> nu <|PROPN|> a luat rezidentiatul <|PROPN|> i l a dat prin decizie de. In tara a facut experimente ilegale <|PROPN|> a avut multe nereusite E un frustrat vopsit plin de ticuri Un mare <|PROPN|> ,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
"Observ dezamăgit că faptul că prefer să circul cu masca pe față, să dau noroc cu cotul și să nu mă pup sau să mă iau în brațe cu oamenii este considerat de unii nebunie, lipsă de respect, ba chiar jignire. Dimpotrivă, cred că respectul se manifestă mai puternic în felul ăsta.","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"Pentru a fi creativi, pentru a avea o stare de bine și frumos în atelier, una dintre frazele noastre preferate este: ,, o zi fără zâmbet ""!!! Vă dorim un weekend de poveste <|PROPN|> ️ 🤗","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 3, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0.33]",[6]
Uimitor <|PROPN|> cum sa reziști <|PROPN|> RomâniiAuTalent,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 2, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0, 0, 0.33, 0]",[2]
"Până în prezent, <|PROPN|> a fabricat 1 milion de mașini electrice, a anunțat <|PROPN|> -ul pe <|PROPN|> , în prima zi a lunii martie 2020 ❗ ️ ℹ️ tehnostiri upb1818 <|PROPN|> ModelY ElectricVehicle","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0.33, 0]",[5]
"O samă de prieteni geniali, simpatici și ingenioși! ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 1]",[7]
"Mamă, să ai o zi frumoasă şi perfectă aşa ca tine. La multi ani de ziua mamei! <|PROPN|> sărbătoreşte ziua mamei pe data de 22 decembrie. Ziua mamei se celebrează în toata <|PROPN|> cu evenimente publice şi tradiţii în familie. #WonderfulIndonesia #IniDiplomasi #IndonesianWay","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0.33, 0, 0, 0.33, 0.33, 0.66]",[7]
Cred că o dezamăgire ar trebui să îți deschidă ochii mai bine decât o mie de sfaturi.✅,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0.33, 0, 0, 0, 0, 0.66, 0]",[6]
Coronavirus bagă spaima în <|PROPN|> ! <|PROPN|> a recunoscut: Cea mai mare provocare după al Doilea Război Mondial,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 2, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 0.66, 0, 0, 0, 0]",[3]
"păi pari irascibil, de aia, nu e funny să te cerți cu toată lumea, mai bine pune și tu o rețetă exotică..","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
Cine spune adevarul???? Bietul om.,"[0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0, 0.33, 0]",[1]
"„Orice ziar care se respectă va folosi, măcar o dată pe zi, cuvintele: bombă, colosal, șoc, fără precedent, fabulos, grav, halucinant, îngrozitor, extraordinar, pericol, alarmă, lovitură. Faptele și cuvintele obișnuite sînt inutile.”","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0, 0]",[5]
💘 Dragostea este bucuria de a face altora bucurie. 💘,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 1]",[7]
e fantoma de aseară care se juca cu mingea <|PROPN|> ,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0.33, 0, 0.66, 0, 0]",[5]
Razer anunţă cel mai mare eveniment de <|PROPN|> din <|PROPN|> : <|PROPN|> Invitational <|PROPN|> -,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"Băi frate... a fost minunat. Bravo, <|PROPN|> ! <|PROPN|> Și e INCREDIBIL ce poate face vioara aia, a reușit să-mi smulgă o lacrimă și un.. Declar pe proprie răspundere că am avut un eargasm de povestit nepoților și merg la somn complet ( audio)satisfăcută.","[0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0.33, 0, 0, 0, 0, 1]",[7]
FOTO Opt decenii de la „ marele cutremur ”. din noaptea care a îndurerat <|PROPN|> ,"[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0, 0.33, 0, 0.66, 0, 0]",[5]
"Incendiul de la "" <|PROPN|> "". care a alarmat pompierii spune ca au explodat niste tuburi de oxigen","[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0.33, 0.33, 0.33, 0, 0, 0]",[1]
"COVID19: Topul județelor în care coeficientul infectărilor la 14 zile, raportate la <|URL|> de, este următorul: <|PROPN|> - 8,68, <|PROPN|> - 6,92, <|PROPN|> - 6,40, <|PROPN|> - 4,97, <|PROPN|> - 4,96, <|PROPN|> - 4,49, <|PROPN|> - 4,21, <|PROPN|> - 3,85, <|PROPN|> - 3,78, <|PROPN|> - 3,40.","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"Eu am fost un om foarte mândru de faptul că m- am vaccinat contra <|PROPN|> Virus. A fost o euforie de mare rang, printre primii din lume și asta mi- a dat o alură aparte. La toți am spus, dar nimeni nu credea. Ce conta? Am fost foarte tare, da, am fost!","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 2, 3]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0.66, 1]","[6, 7]"
Răsturnare totală de situaţie! Verdictul oficial privind pandemia e zguduitor. Când vom scăpa de COVID,"[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0]","[0, 1, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0.33, 0, 0.66, 0, 0]",[5]
"“ când nu ce să-mi cumperi, cumpără-mi o carte. ” Cărți pentru biblioteca ta <|PROPN|> <|PROPN|> <|PROPN|> <|PROPN|> <|PROPN|> Via Arbori, cărți, muzica","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0, 0.33]",[5]
Gest <|PROPN|> al unui bărbat infectat cu COVID-19. S-a aruncat de la etajul al <|PROPN|> al spitalului unde era internat,"[0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[2, 3, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[0.66, 1, 0.33, 0, 0, 0, 0]","[1, 2]"
"Bună dimineața, miercuri uimitoare, prietena mea drăguță <|PROPN|> , vă sper clipe fantastice de bucurie și fericire pline","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 1]",[7]
"Ce dezolant in aeroport... Atat de putina lume, totul inchis...:( In schimb se vorbeste romaneste, ies musterii din 21:15 de la <|PROPN|> .","[1, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[1, 0.66, 0, 0, 0, 0, 0]","[1, 2]"
"Oauuu, ce surpriză!😘😛😛😛","[0, 1, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0.33]",[2]
Eu sunt in zodia <|PROPN|> in nu știu ce zodiac...,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0.33, 0, 0.66, 0.33, 0]",[5]
"ti-o spun cu cea mai mare seriozitate: esti o cretina. stiai clar ca inseamna o 'insulta', de aia ai folosit-o, dar vrei sa-mi spui ca nu stiai cui i se adreseaza? cata abureala:)))) si 'sorry to <|PROPN|> offended'? nici scuze nu iti poti cere corect? <|URL|> …","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0, 0, 0.66, 0.33, 0, 0]",[4]
"Specialisti pe dreq- imbecili ingrozitor de usor de manipulat, care ne costa pe restul timp, nervi, sanatate, bani... <|PROPN|> doar pentru ca au banalul drept de vot! 😎","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
Ceban: Am aflat cu stupoare că în locul fostului cinematograf <|PROPN|> a fost realizat câțiva ani în urmă plan urbanistic zonal de către niște funcționari care nu au limite la nimic-,"[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 2, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0.33, 0, 0, 0]",[2]
"Eu nu pot să înțeleg treaba asta cu cenzura. Uite, eu nu suport <|PROPN|> -ul. Motive cunoscute și motive de securitate. Am blocat frumos domeniile <|PROPN|> din DNS-ul meu, ca și cele ale FB, instagram ; <|PROPN|> . Însă asta pentru că vreau eu. M","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0.33, 0]",[5]
Poluarea pe râuri a atins un nivel alarmant. Peturi și gunoaie au ajuns și în,"[1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0, 0, 0.66, 0.33, 0, 0]",[4]
"Moise, desi te urmaream cu interese inainte sa devii politician, acum am inteles ca esti la fel ca ei <|PROPN|> te muti acolo unde-ti este bine. Nu mai am incredere in tine. De la mine ai block.","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 2, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0.33, 0.66, 0, 0, 0]",[4]
"Doliu în Biserică! Un preot a murit pe loc, la doar 33 de ani, într-un accident înfiorător!","[1, 1, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 1, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0.33, 0, 0, 0.33, 0, 0]",[1]
Să ai grija de tine doar,"[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 2, 2, 0]","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0.66, 0.66, 0]","[5, 6]"
"Am ajuns efectiv batjocura unor boarfe de bloc, ale unor, tiganci <|PROPN|> nebuni. Din 2012, viata mea a devenit un cosmar, o spaima <|PROPN|> o tortura continua din 2017. Nu am crezut niciodata sa ajung unor asemenea nenorociti <|PROPN|> nenorocite.","[1, 0, 0, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[2, 1, 1, 3, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[0.66, 0.33, 0.33, 1, 0, 0, 0]","[1, 4]"
"Lupte ca la <|PROPN|> între <|PROPN|> și <|PROPN|>, în <|PROPN|>. Zeci de morți după o bătaie cu răngi, pumni și bolovani. Mulți au căzut ori au fost aruncați în prăpastie prin <|PROPN|> ","[1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0.33, 0.33, 0, 0.33, 0, 0]",[1]
"Caz halucinant în <|PROPN|>! După ce au „omorât” un bărbat, polițiștii au chemat familia acestuia să-i ridice trupul de la <|PROPN|>. Ce s-a descoperit, atunci când au ridicat cearșaful...","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 2, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0, 0.33, 0, 0]",[2]
"ALARMANT! BILANTUL <|PROPN|> - <|PROPN|> 3 NOIEMBRIE 2020. Până astăzi, pe teritoriul <|PROPN|> , au fost confirmate <|URL|> de cazuri de persoane infectate cu coronavirus, <|PROPN|> - total cazuri: 4085, 57 noi ( 24 h ), rata d eincidenta la 14 zile: 1,37!","[0, 1, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 2, 3, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 0.66, 1, 0, 0, 0, 0]","[2, 3]"
Si noi privim fluturasul care ne arata cat platim <|PROPN|> pentru aceste scursuri. Mai fac scandal si la Primiri Urgente pentru ca nu au prioritate.,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
 <|URL|> nu pot sa exprim cat de nervoasa trista <|PROPN|> sunt in acest moment,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[3, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0.33, 0, 0, 0]",[1]
"ONU, avertisment apocaliptic! Pandemia de coronavirus “va provoca o foamete de proporții biblice”...","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0.66, 0, 0.33, 0, 0]",[3]
"nu vad romanii in nici o poza ce publici tu de o ora cu ziua nationala fara <|PROPN|> ce ati sarbatorit voi pe ici pe.. unde sunt romanii?! rusine! armata <|PROPN|> era altfel prietene, deschide o carte de istorie. ati ajuns niste pussy cu masca pe muie in slujba tradatorilor","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
Felicitări! O dezvoltare pozitivă pentru peisajul media românesc,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0.66, 0.66]","[6, 7]"
"🎵 •Ascultă muzică• <|PROPN|> De câte ori mă simt stresată, ascult una sau două melodii pe care le îndrăgesc în mod special și brusc starea mi se schimbă radical. Devin mai optimistă, mai plină de viață.","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 2, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0.66, 0.33]",[6]
Accident teribil! Un bărbat și-a pierdut viața după ce s-a răsturnat cu mașina într-un râu,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0.33, 0.33, 0, 0, 0, 0]",[1]
"5 din 10 vindecați de <|PROPN|> prezintă simptome de oboseală, anxietate şi depresie după însănătoşire. STUDIU","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0.33, 0, 0, 0.66, 0, 0]",[5]
"Da, din nefericire, marea parte a intelectualității franceze în ultimele zeci de ani a fost atrasă de comunism, marxism, maoism, troțkism...","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"Prima persoană vaccinată anti-Covid din <|PROPN|>: ""Sper ca în scurt timp să scăpăm și să fim din nou fericiți"" (Video","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0.33, 0, 0, 0, 0, 0.66, 0]",[6]
"Mai multe maşini au fost înghiţite de prăpastie, însă nu s-au semnalat victime omeneşti.","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0.33, 0, 0.66, 0, 0]",[5]
O vreme cam ciudata pentru Februarie😊 Dar totusi e minunat sa bei cafeaua in gradina acum👏😃 Urmeaza o vreme mai rece pe la mijlocul sapt. viitoare. Asa ca e bine ca te bucuri acum de <|PROPN|> ️ <|PROPN|> noi aici la fel😊😃 Multumesc draga <|PROPN|> O noapte linistita <|PROPN|> sapt. excelenta🌸❤️,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
"Accident terifiant în <|PROPN|>. Un TIR s-a ciocnit frontal cu un autobuz. O persoană a murit, iar alte cinci au fost rănite.","[1, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 1, 0, 2, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[0.66, 0, 0.33, 0, 0.66, 0, 0]","[1, 5]"
"De <|PROPN|> s- a suparat <|PROPN|> pe <|PROPN|> , a pornit un razboi mediatic impotriva sefului <|PROPN|> . <|PROPN|> e comunist, pro-chinez, rau de tot. De aia avem pandemie. Eu imi amintesc ca ne spunea, asta rau, ca vine! si nu-i pasa <|PROPN|> . A venit. e de vina!","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
Hârtia de copt este cerată... filtrul de cafea merge. Ne adaptăm,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"Vorbești de încredere și loialitate, dar tu i-ai ars pe toți <|PROPN|> ️🤐","[0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 2, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0, 0, 0.66, 0, 0.33, 0]",[4]
Wow un spectacol de lumini #romaniiautalent,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1]","[0, 3, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0.33]",[2]
"Cum am văzut dezbaterea prezidențială? Pe scurt, un adevărat show de comedie. Am râs. Am zâmbit. Am rămas consternat și de ce să mint, uneori fascinat de omul <|PROPN|>. #trump #dezbatere #show #comedie","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 1]","[0, 3, 0, 0, 0, 0, 2]","[0, 1, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0.66]","[2, 7]"
"CORONAVIRUS 11 IULIE, ALARMANT: 698 DE ÎMBOLNĂVIRI ȘI 24 DECESE ÎN ULTIMELE 24 DE <|PROPN|> ÎN <|PROPN|> . LA <|URL|> SUNT 239 DE PACIENȚI- Mai multe pe","[1, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0]","[1, 1, 2, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0.33, 0.66, 0.33, 0.33, 0, 0]",[3]
Humus de avocado asezonat cu crudităţi,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"La mulți ani! Sănătate, veselie și mult noroc! Chef mare să fie!","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
"Pe <|PROPN|> l am vazut cersind penalty e adevarat nu ma uit la toate meciurile voastre dar din rezumate imi dau seama ca sunteti cei mai avantajati, oare de ce nu zic nimic de <|PROPN|> care in 2020 a avut cele mai multe penaltyuri <|PROPN|> ","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0, 0, 0, 0.66, 0, 0]",[5]
ALARMANT! Spitalele din Capitală unde se tratează de <|PROPN|> sunt pline de-,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 2, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0.33, 0, 0, 0]",[2]
